WW00132939800	US WB  00853 00			BASKET CASE				
WW00136158000	US WB  00853 00			GREEN DAY				
WW00134611500	US WB  00853 00			2000 LIGHT YEARS AWAY				
WW00136475400	US WB  00853 00			ONE FOR THE RAZORBACKS				
WW00132939600	US WB  00853 00			WELCOME TO PARADISE				
WW00136475500	US WB  00853 00			CHRISTIE ROAD				
WW00136475600	US WB  00853 00			PRIVATE ALE				
WW00136471600	US WB  00853 00			DOMINATED LOVE SLAVE				
WW00136475800	US WB  00853 00			ONE OF MY LIES				
WW00136475900	US WB  00853 00			80				
WW00136476100	US WB  00853 00			ANDROID				
WW00136476200	US WB  00853 00			NO ONE KNOWS				
WW00136476300	US WB  00853 00			WHO WROTE HOLDEN CAULFIELD				
WW00136476400	US WB  00853 00			WORDS I MIGHT HAVE ATE				
WW00136476500	US WB  00853 00			SWEET CHILDREN				
WW00136476600	US WB  00853 00			BEST THING IN TOWN				
WW00136476800	US WB  00853 00			STRANGELAND				
WW00136476400	US WB  00853 00			WORDS I MIGHT HAVE ATE				
WW00136475400	US WB  00853 00			ONE FOR THE RAZORBACKS				
WW00134611500	US WB  00853 00			2000 LIGHT YEARS AWAY				
WW00136475400	US WB  00853 00			ONE FOR THE RAZORBACKS				
WW00132939600	US WB  00853 00			WELCOME TO PARADISE				
WW00136475600	US WB  00853 00			PRIVATE ALE				
WW00136471600	US WB  00853 00			DOMINATED LOVE SLAVE				
WW00136475800	US WB  00853 00			ONE OF MY LIES				
WW00136475900	US WB  00853 00			80				
WW00136476100	US WB  00853 00			ANDROID				
WW00136476200	US WB  00853 00			NO ONE KNOWS				
WW00136476300	US WB  00853 00			WHO WROTE HOLDEN CAULFIELD				
WW00136476400	US WB  00853 00			WORDS I MIGHT HAVE ATE				
WW00136476500	US WB  00853 00			SWEET CHILDREN				
WW00136476600	US WB  00853 00			BEST THING IN TOWN				
WW00136476800	US WB  00853 00			STRANGELAND				
WW00136158000	US WB  00853 00			GREEN DAY				
WW00884074900	US WB  00853 01			STOP DROP AND ROLL (ALBUM VERSION)				
WW00884075200	US WB  00853 01			MOTHER MARY (ALBUM VERSION)				
WW00884075300	US WB  00853 01			RUBY ROOM (ALBUM VERSION)				
WW00884075400	US WB  00853 01			RED TIDE (ALBUM VERSION)				
WW00884075600	US WB  00853 01			SHE'S A SAINT NOT A CELEBRITY (ALBUM VERSION)				
WW00894833400	US WB  00853 01			SALLY (ALBUM VERSION)				
WW00889276800	US WB  00853 01			THE PEDESTRIAN (ALBUM VERSION)				
WW00894833500	US WB  00853 01			27TH AVE. SHUFFLE (ALBUM VERSION)				
WW00894833300	US WB  00853 01			PIECES OF TRUTH (ALBUM VERSION)				
WW00894833100	US WB  00853 01			BROADWAY (ALBUM VERSION)				
WW00859323800	US WB  00853 00			AMERICAN IDIOT				
WW00134611500	US WB  00853 00			2000 LIGHT YEARS AWAY (VINYL ALBUM VERSION)				
WW00136475400	US WB  00853 00			ONE FOR THE RAZORBACKS				
WW00132939600	US WB  00853 00			WELCOME TO PARADISE				
WW00136475500	US WB  00853 00			CHRISTIE ROAD				
WW00136475600	US WB  00853 00			PRIVATE ALE				
WW00136471600	US WB  00853 00			DOMINATED LOVE SLAVE				
WW00136475800	US WB  00853 00			ONE OF MY LIES				
WW00136475900	US WB  00853 00			80				
WW00136476100	US WB  00853 00			ANDROID				
WW00136476200	US WB  00853 00			NO ONE KNOWS				
WW00136476300	US WB  00853 00			WHO WROTE HOLDEN CAULFIELD				
WW00136476400	US WB  00853 00			WORDS I MIGHT HAVE ATE				
WW00136158000	US WB  00853 00			GREEN DAY				
WW00132939200	US WB  00853 00			BURNOUT				
WW00132939300	US WB  00853 00			HAVING A BLAST				
WW00132939400	US WB  00853 00			CHUMP				
WW00132939500	US WB  00853 00			LONGVIEW				
WW00132939600	US WB  00853 00			WELCOME TO PARADISE				
WW00132939700	US WB  00853 00			PULLING TEETH				
WW00132939800	US WB  00853 00			BASKET CASE				
