3095727	1077655	21877	USRE10901246	ISRC	21 Guns [Guitar Solo]	Audio	Sound Recording (Music Work)	Mastertone	Alternative	000:00:30	Reprise
3095731	1077655	21877	USRE10901249	ISRC	21 Guns [Bridge]	Audio	Sound Recording (Music Work)	Mastertone	Alternative	000:00:30	Reprise
3542972	1077655	21993	USRE11000369	ISRC	When It's Time (Melody 1 - Japanese Exclusive)	Audio	Sound Recording (Music Work)	Mastertone	Rock	000:00:30	Reprise
3542974	1077655	21993	USRE11000371	ISRC	When It's Time (Melody 2 - Japanese Exclusive)	Audio	Sound Recording (Music Work)	Mastertone	Rock	000:00:30	Reprise
3542976	1077655	21993	USRE11000373	ISRC	When It's Time (Melody 3 - Japanese Exclusive)	Audio	Sound Recording (Music Work)	Mastertone	Rock	000:00:30	Reprise
3542978	1077655	21993	USRE11000375	ISRC	When It's Time (Hook 1 - Japanese Exclusive)	Audio	Sound Recording (Music Work)	Mastertone	Rock	000:00:30	Reprise
3542980	1077655	21993	USRE11000377	ISRC	When It's Time (Hook 2 - Japanese Exclusive)	Audio	Sound Recording (Music Work)	Mastertone	Rock	000:00:30	Reprise
3542982	1077655	21993	USRE11000379	ISRC	When It's Time (Hook 3 - Japanese Exclusive)	Audio	Sound Recording (Music Work)	Mastertone	Rock	000:00:30	Reprise
1374713	1077655	21884	USRE10401210	ISRC	Good Riddance (Time Of Your Life)	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:30	Reprise
1374715	1077655	21883	USRE10401211	ISRC	Waiting	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:25	Reprise
1374717	1077655	21883	USRE10401212	ISRC	Warning	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:25	Reprise
1402064	1077655	21881	USRE10401550	ISRC	American Idiot	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1402066	1077655	21885	USRE10401551	ISRC	Basket Case	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:30	Reprise
1402068	1077655	21885	USRE10401554	ISRC	Longview	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:30	Reprise
1402070	1077655	21885	USRE10401553	ISRC	When I Come Around	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:30	Reprise
1402072	1077655	21865	USRE10401552	ISRC	Brain Stew	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1403321	1077655	21881	USRE10401612	ISRC	Give Me Novacaine	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1403324	1077655	21881	USRE10401613	ISRC	Are We The Waiting	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403327	1077655	21881	USRE10401614	ISRC	Boulevard Of Broken Dreams	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403330	1077655	21881	USRE10401615	ISRC	Extraordinary Girl	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403333	1077655	21881	USRE10401616	ISRC	Jesus Of Suburbia	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1403335	1077655	21881	USRE10401617	ISRC	Letterbomb	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403338	1077655	21881	USRE10401618	ISRC	She's A Rebel	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403341	1077655	21881	USRE10401619	ISRC	St. Jimmy	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403344	1077655	21881	USRE10401620	ISRC	Wake Me Up When September Ends	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403347	1077655	21881	USRE10401621	ISRC	Whatsername	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403350	1077655	21881	USRE10401622	ISRC	Homecoming	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403353	1077655	21881	USRE10401623	ISRC	Holiday	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1403928	1077655	21885	USRE10401670	ISRC	She	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:30	Reprise
1403932	1077655	21885	USRE10401671	ISRC	Welcome To Paradise	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:30	Reprise
1445024	1077655	21883	USRE10500221	ISRC	Minority	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:30	Reprise
1454504	1077655	21881	USRE10500385	ISRC	Boulevard Of Broken Dreams Intro	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1454515	1077655	21881	USRE10500386	ISRC	Holiday - Alt.	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:30	Reprise
1582648	1077655	21881	USRE10501361	ISRC	Jesus Of Suburbia (Dearly Beloved)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582652	1077655	21881	USRE10501363	ISRC	Jesus Of Suburbia (I Don't Care)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582656	1077655	21881	USRE10501359	ISRC	Wake Me Up When September Ends (Alternate)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582662	1077655	21881	USRE10501357	ISRC	Homecoming (Nobody Likes You)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582937	1077655	21919	USRE10501365	ISRC	Jesus Of Suburbia (Live)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582945	1077655	21919	USRE10501367	ISRC	Jesus Of Suburbia (Dearly Beloved) (Live)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582949	1077655	21919	USRE10501369	ISRC	Jesus Of Suburbia (I Don't Care) (Live)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582953	1077655	21919	USRE10501371	ISRC	St. Jimmy (Live)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582957	1077655	21919	USRE10501373	ISRC	Boulevard Of Broken Dreams (Live)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582961	1077655	21919	USRE10501375	ISRC	Are We The Waiting (Live)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1582965	1077655	21919	USRE10501377	ISRC	Good Riddance (Time Of Your Life) (Live)	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1640920	1077655	21893	USRE10600097	ISRC	86	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1640924	1077655	21885	USRE10600098	ISRC	All By Myself	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1640926	1077655	21893	USRE10600100	ISRC	Armatage Shanks	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1640928	1077655	21893	USRE10600101	ISRC	Bab's Uvula Who?	Audio	Sound Recording (Music Work)	Ringback	Alternative Rock	000:00:45	Reprise
1640930	1077655	21883	USRE10600102	ISRC	Blood, Sex And Booze	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1640956	1077655	21884	USRE10600099	ISRC	All The Time	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1640958	1077655	21893	USRE10600104	ISRC	Brat	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1640963	1077655	21885	USRE10600105	ISRC	Burnout	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1640972	1077655	21883	USRE10600106	ISRC	Castaway	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1640981	1077655	21885	USRE10600107	ISRC	Chump	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1640991	1077655	21883	USRE10600108	ISRC	Church On Sunday	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1640999	1077655	21885	USRE10600109	ISRC	Coming Clean	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1641009	1077655	21882	USRE10600110	ISRC	Desensitized	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:45	Reprise
1641018	1077655	21882	USWB10600218	ISRC	Do Da Da	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:45	Reprise
1641020	1077655	21882	USRE10600111	ISRC	Don't Wanna Fall In Love	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:45	Reprise
1641022	1077655	21885	USRE10600112	ISRC	Emenius Sleepus	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1641026	1077655	21885	USRE10600114	ISRC	F.O.D.	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1641028	1077655	21883	USRE10600115	ISRC	Fashion Victim	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1641030	1077655	21893	USRE10600116	ISRC	Geek Stink Breath	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:45	Reprise
1641032	1077655	21882	USRE10600117	ISRC	Ha Ha You're Dead	Audio	Sound Recording (Music Work)	Ringback	Rock	000:00:45	Reprise
1641036	1077655	21884	USRE10600118	ISRC	Haushinka	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1641040	1077655	21885	USRE10600119	ISRC	Having A Blast	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1641048	1077655	21884	USRE10600120	ISRC	Hitchin' A Ride	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1641052	1077655	21883	USRE10600121	ISRC	Hold On	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
1641060	1077655	21885	USRE10600122	ISRC	In The End	Audio	Sound Recording (Music Work)	Ringback	Pop	000:00:45	Reprise
