1	1044220	2258	Artist	1077655
2	1044220	2104	Artist	1077655
3	1038787	2258	Artist	1077655
4	1038787	2018	Artist	1077655
5	1283410	2079	Artist	1077655
6	1283410	2166	Artist	1077655
7	1003603	2149	Asset	2996811
8	1003603	2149	Asset	4351711
9	1003603	2149	Asset	3021511
10	1003669	2079	Asset	1843895
11	1003669	2079	Asset	1843892
12	1003669	2079	Asset	1843926
13	1003669	2079	Asset	1843900
14	1003669	2079	Asset	1843942
15	1003669	2079	Asset	1843908
16	1003669	2079	Asset	1843937
17	1003669	2079	Asset	1843924
18	1003669	2079	Asset	1843897
19	1003669	2079	Asset	1843863
20	1003669	2079	Asset	1843893
21	1003669	2079	Asset	1843903
22	1003669	2079	Asset	1843940
23	1003669	2079	Asset	2796553
24	1003669	2079	Asset	2796555
25	1003669	2079	Asset	2796558
26	1003669	2079	Asset	2796559
27	1003669	2079	Asset	2796571
28	1003669	2079	Asset	2796572
29	1003669	2079	Asset	2796591
30	1003669	2079	Asset	2796593
31	1003669	2079	Asset	2796594
32	1003669	2079	Asset	1843894
33	1003669	2079	Asset	1843919
34	1003669	2079	Asset	1847249
35	1003669	2079	Asset	1843932
36	1003669	2079	Asset	1843896
37	1003669	2079	Asset	1843945
38	1003669	2079	Asset	1843949
39	1003669	2079	Asset	2796551
40	1004577	2149	Asset	1350520
41	1005372	2087	Asset	1385357
42	1005372	2087	Asset	1385363
43	1005372	2087	Asset	1385384
44	1005372	2087	Asset	1659673
45	1005372	2087	Asset	1385360
46	1005372	2087	Asset	1385381
47	1005372	2087	Asset	1385366
48	1006616	2018	Asset	1843932
49	1006616	2258	Asset	1843932
50	1006616	2018	Asset	1844037
51	1006616	2018	Asset	1844051
52	1006616	2018	Asset	1844040
53	1006616	2018	Asset	1843908
54	1006616	2258	Asset	1843908
55	1006616	2018	Asset	1844046
56	1006616	2018	Asset	1843900
57	1006616	2258	Asset	1843900
58	1006616	2018	Asset	1843926
59	1006616	2258	Asset	1843926
60	1006616	2018	Asset	1843990
61	1006616	2018	Asset	1844039
62	1006616	2018	Asset	1843895
63	1006616	2258	Asset	1843895
64	1006616	2018	Asset	1843892
65	1006616	2258	Asset	1843892
66	1006616	2018	Asset	1844049
67	1006616	2018	Asset	1844044
68	1006616	2018	Asset	2796553
69	1006616	2258	Asset	2796553
70	1006616	2018	Asset	2796555
71	1006616	2258	Asset	2796555
72	1006616	2018	Asset	2796558
73	1006616	2258	Asset	2796558
74	1006616	2018	Asset	2796559
75	1006616	2258	Asset	2796559
76	1006616	2018	Asset	2796571
77	1006616	2258	Asset	2796571
78	1006616	2018	Asset	2796572
79	1006616	2258	Asset	2796572
80	1006616	2018	Asset	2796591
81	1006616	2258	Asset	2796591
82	1006616	2018	Asset	2796593
83	1006616	2258	Asset	2796593
84	1006616	2018	Asset	2796594
85	1006616	2258	Asset	2796594
86	1006616	2018	Asset	1843894
87	1006616	2258	Asset	1843894
88	1006616	2018	Asset	1843919
89	1006616	2258	Asset	1843919
90	1006616	2018	Asset	1847249
91	1006616	2258	Asset	1847249
92	1006616	2018	Asset	1843942
93	1006616	2258	Asset	1843942
94	1006616	2018	Asset	1843896
95	1006616	2258	Asset	1843896
96	1006616	2018	Asset	1843945
97	1006616	2258	Asset	1843945
98	1006616	2018	Asset	1844048
99	1006616	2018	Asset	1844045
100	1006616	2018	Asset	1844038
101	1006616	2018	Asset	1843949
102	1006616	2258	Asset	1843949
103	1006616	2018	Asset	2796475
104	1006616	2018	Asset	2796491
105	1006616	2018	Asset	2796493
106	1006616	2018	Asset	2796512
107	1006616	2018	Asset	2796514
108	1006616	2018	Asset	2796532
109	1006616	2018	Asset	2796537
110	1006616	2018	Asset	2796540
111	1006616	2018	Asset	2796543
112	1006616	2018	Asset	2796547
113	1006616	2018	Asset	2796548
114	1006616	2018	Asset	2796551
115	1006616	2258	Asset	2796551
116	1006616	2018	Asset	1843940
117	1006616	2258	Asset	1843940
118	1006616	2018	Asset	1847250
119	1006616	2018	Asset	1843903
120	1006616	2258	Asset	1843903
121	1006616	2018	Asset	1843893
122	1006616	2258	Asset	1843893
123	1006616	2018	Asset	2796474
124	1006616	2018	Asset	1844043
125	1006616	2018	Asset	1847251
126	1006616	2018	Asset	1844041
127	1006616	2018	Asset	1843863
128	1006616	2258	Asset	1843863
129	1006616	2018	Asset	1843897
130	1006616	2258	Asset	1843897
131	1006616	2018	Asset	1844050
132	1006616	2018	Asset	1844042
133	1006616	2018	Asset	1844047
134	1006616	2018	Asset	1843924
135	1006616	2258	Asset	1843924
136	1006616	2018	Asset	1843937
137	1006616	2258	Asset	1843937
138	1007135	2104	Asset	1844038
139	1007135	2258	Asset	1844038
140	1007135	2104	Asset	1843949
141	1007135	2258	Asset	1843949
142	1007135	2104	Asset	2796475
143	1007135	2258	Asset	2796475
144	1007135	2104	Asset	2796491
145	1007135	2258	Asset	2796491
146	1007135	2104	Asset	2796493
147	1007135	2258	Asset	2796493
148	1007135	2104	Asset	2796512
149	1007135	2258	Asset	2796512
150	1007135	2079	Asset	2796514
151	1007135	2104	Asset	2796532
152	1007135	2258	Asset	2796532
153	1007135	2104	Asset	2796537
154	1007135	2258	Asset	2796537
155	1007135	2104	Asset	2796540
156	1007135	2258	Asset	2796540
157	1007135	2104	Asset	2796543
158	1007135	2258	Asset	2796543
159	1007135	2104	Asset	2796547
160	1007135	2258	Asset	2796547
161	1007135	2104	Asset	2796548
162	1007135	2258	Asset	2796548
163	1007135	2104	Asset	1843940
164	1007135	2258	Asset	1843940
165	1007135	2104	Asset	1847250
166	1007135	2258	Asset	1847250
167	1007135	2104	Asset	1843903
168	1007135	2258	Asset	1843903
169	1007135	2104	Asset	1843893
170	1007135	2258	Asset	1843893
171	1007135	2104	Asset	2796474
172	1007135	2258	Asset	2796474
173	1007135	2104	Asset	1844043
174	1007135	2258	Asset	1844043
175	1007135	2104	Asset	1847251
176	1007135	2258	Asset	1847251
177	1007135	2079	Asset	1844041
178	1007135	2104	Asset	1843863
179	1007135	2258	Asset	1843863
180	1007135	2104	Asset	1843897
181	1007135	2258	Asset	1843897
182	1007135	2104	Asset	1844050
183	1007135	2258	Asset	1844050
184	1007135	2104	Asset	1844042
185	1007135	2258	Asset	1844042
186	1007135	2104	Asset	1844047
187	1007135	2258	Asset	1844047
188	1007135	2104	Asset	1843924
189	1007135	2258	Asset	1843924
190	1007135	2104	Asset	1843937
191	1007135	2258	Asset	1843937
192	1007135	2104	Asset	1843932
193	1007135	2258	Asset	1843932
194	1007135	2104	Asset	1844037
195	1007135	2258	Asset	1844037
196	1007135	2104	Asset	1844051
197	1007135	2258	Asset	1844051
198	1007135	2104	Asset	1844040
199	1007135	2258	Asset	1844040
200	1007135	2104	Asset	1843908
201	1007135	2258	Asset	1843908
202	1007135	2104	Asset	1844046
203	1007135	2258	Asset	1844046
204	1007135	2104	Asset	1843900
205	1007135	2258	Asset	1843900
206	1007135	2104	Asset	1843926
207	1007135	2258	Asset	1843926
208	1007135	2104	Asset	1843990
209	1007135	2258	Asset	1843990
210	1007135	2104	Asset	1844039
211	1007135	2258	Asset	1844039
212	1007135	2104	Asset	1843895
213	1007135	2258	Asset	1843895
214	1007135	2104	Asset	1843892
215	1007135	2258	Asset	1843892
216	1007135	2104	Asset	1844049
217	1007135	2258	Asset	1844049
218	1007135	2104	Asset	1844044
219	1007135	2258	Asset	1844044
220	1007135	2104	Asset	2796551
221	1007135	2258	Asset	2796551
222	1007135	2104	Asset	2796553
223	1007135	2258	Asset	2796553
224	1007135	2104	Asset	2796555
225	1007135	2258	Asset	2796555
226	1007135	2104	Asset	2796558
227	1007135	2258	Asset	2796558
228	1007135	2104	Asset	2796559
229	1007135	2258	Asset	2796559
230	1007135	2104	Asset	2796571
231	1007135	2258	Asset	2796571
232	1007135	2104	Asset	2796572
233	1007135	2258	Asset	2796572
234	1007135	2104	Asset	2796591
235	1007135	2258	Asset	2796591
236	1007135	2104	Asset	2796593
237	1007135	2258	Asset	2796593
238	1007135	2104	Asset	2796594
239	1007135	2258	Asset	2796594
240	1007135	2104	Asset	1843894
241	1007135	2258	Asset	1843894
242	1007135	2104	Asset	1843919
243	1007135	2258	Asset	1843919
244	1007135	2104	Asset	1847249
245	1007135	2258	Asset	1847249
246	1007135	2104	Asset	1843942
247	1007135	2258	Asset	1843942
248	1007135	2104	Asset	1843896
249	1007135	2258	Asset	1843896
250	1007135	2104	Asset	1843945
251	1007135	2258	Asset	1843945
252	1007135	2104	Asset	1844048
253	1007135	2258	Asset	1844048
254	1007135	2104	Asset	1844045
255	1007135	2258	Asset	1844045
